Tecnologia,Execução,Distância (m),Dispositivos,Pacotes Enviados,Pacotes Recebidos,Pacotes Duplicados,PDR (%),PLR (%),Retransmissão (%),Vazão (bps),Utilização do Canal (%),Atraso Médio (s),Banda Utilizada (kHz),Consumo Energia (J)
LORAWAN,3,15000,10,100,95,0,95,5,14,9500,21,2,128,16
NBIOT,6,10000,5000,50000,49000,0,98,2,8,4900000,71,2,227,122
LORAWAN,2,5000,5000,50000,45000,0,90,10,9,4500000,70,4,226,77
NBIOT,7,3000,500,5000,5000,0,100,0,9,500000,25,1,135,30
SIGFOX,3,30000,500,5000,4650,0,93,7,15,465000,28,5,141,18
LORAWAN,8,5000,1000,10000,9500,0,95,5,5,950000,30,1,146,27
LORAWAN,1,5000,30000,300000,177000,0,59,41,7,17700000,100,21,726,390
LORAWAN,4,10000,5000,50000,45000,0,90,10,12,4500000,71,4,227,78
SIGFOX,7,5000,5000,50000,45000,0,90,10,10,4500000,70,7,226,60
NBIOT,10,15000,10,100,99,0,99,1,8,9900,21,1,128,23
LORAWAN,8,15000,100,1000,950,0,95,5,8,95000,22,2,130,17
NBIOT,9,30000,10,100,99,0,99,1,9,9900,23,2,131,26
LORAWAN,3,30000,30000,300000,174000,0,58,42,5,17400000,100,23,731,393
LORAWAN,2,10000,1000,10000,9500,0,95,5,7,950000,31,1,147,28
SIGFOX,2,50000,1000,10000,9000,0,90,10,13,900000,35,8,155,25
SIGFOX,10,15000,10000,100000,83000,0,83,17,11,8300000,100,13,328,111
LORAWAN,3,5000,50000,500000,250000,0,50,50,5,25000000,100,34,1000,640
SIGFOX,6,15000,30000,300000,189000,0,63,37,5,18900000,100,33,728,311
LORAWAN,7,10000,10000,100000,84000,0,84,16,12,8400000,100,7,327,141
NBIOT,5,5000,5000,50000,49000,0,98,2,7,4900000,70,2,226,121
LORAWAN,10,10000,500,5000,4800,0,96,4,17,480000,26,1,137,22
NBIOT,2,15000,10,100,99,0,99,1,16,9900,21,1,128,23
NBIOT,7,30000,10000,100000,94000,0,94,6,8,9400000,100,5,331,226
LORAWAN,1,15000,50000,500000,250000,0,50,50,5,25000000,100,35,1000,641
NBIOT,6,50000,30000,300000,249000,0,83,17,19,24900000,100,13,735,630
SIGFOX,10,30000,5000,50000,44000,0,88,12,8,4400000,73,10,231,63
LORAWAN,2,50000,1000,10000,9300,0,93,7,8,930000,35,4,155,33
LORAWAN,5,5000,10,100,96,0,96,4,16,9600,20,1,126,15
LORAWAN,5,5000,1000,10000,9500,0,95,5,5,950000,30,1,146,27
SIGFOX,3,10000,30000,300000,195000,0,65,35,14,19500000,100,33,727,311
LORAWAN,6,50000,100,1000,940,0,94,6,10,94000,26,4,137,22
SIGFOX,2,15000,10,100,93,0,93,7,14,9300,21,3,128,11
NBIOT,7,30000,5000,50000,48500,0,97,3,16,4850000,73,3,231,126
LORAWAN,9,50000,500,5000,4700,0,94,6,18,470000,30,4,145,27
SIGFOX,1,50000,1000,10000,9000,0,90,10,18,900000,35,8,155,25
SIGFOX,6,30000,500,5000,4650,0,93,7,10,465000,28,5,141,18
SIGFOX,1,5000,500,5000,4750,0,95,5,10,475000,25,2,136,15
SIGFOX,9,5000,100,1000,950,0,95,5,14,95000,21,2,128,11
SIGFOX,2,10000,100,1000,950,0,95,5,15,95000,22,3,129,12
NBIOT,7,30000,50000,500000,370000,0,74,26,10,37000000,100,18,1000,1026
NBIOT,3,10000,1000,10000,10000,0,100,0,13,1000000,31,1,147,42
SIGFOX,9,30000,10000,100000,83000,0,83,17,6,8300000,100,15,331,113
SIGFOX,10,50000,30000,300000,183000,0,61,39,16,18300000,100,37,735,315
LORAWAN,1,30000,30000,300000,174000,0,58,42,11,17400000,100,23,731,393
SIGFOX,2,30000,1000,10000,9200,0,92,8,15,920000,33,6,151,23
SIGFOX,7,3000,5000,50000,45000,0,90,10,9,4500000,70,7,225,60
SIGFOX,7,50000,10000,100000,81000,0,81,19,14,8100000,100,17,335,115
SIGFOX,6,30000,50000,500000,250000,0,50,50,14,25000000,100,55,1000,513
LORAWAN,4,5000,50000,500000,250000,0,50,50,13,25000000,100,34,1000,640
NBIOT,9,30000,500,5000,4950,0,99,1,15,495000,28,2,141,36
LORAWAN,8,10000,1000,10000,9500,0,95,5,10,950000,31,1,147,28
NBIOT,10,15000,5000,50000,48500,0,97,3,7,4850000,71,2,228,123
LORAWAN,3,30000,500,5000,4750,0,95,5,15,475000,28,3,141,24
SIGFOX,4,50000,50000,500000,250000,0,50,50,11,25000000,100,57,1000,515
SIGFOX,3,10000,10,100,95,0,95,5,10,9500,21,3,127,11
LORAWAN,5,15000,50000,500000,250000,0,50,50,5,25000000,100,35,1000,641
LORAWAN,8,3000,30000,300000,177000,0,59,41,16,17700000,100,21,725,390
LORAWAN,9,10000,10,100,96,0,96,4,7,9600,21,1,127,16
SIGFOX,10,5000,5000,50000,45000,0,90,10,8,4500000,70,7,226,60
NBIOT,4,5000,500,5000,5000,0,100,0,6,500000,25,1,136,31
LORAWAN,3,3000,50000,500000,250000,0,50,50,19,25000000,100,34,1000,640
NBIOT,2,5000,30000,300000,255000,0,85,15,13,25500000,100,11,726,621
SIGFOX,9,3000,10,100,95,0,95,5,17,9500,20,2,125,10
LORAWAN,6,15000,10,100,95,0,95,5,7,9500,21,2,128,16
LORAWAN,6,15000,30000,300000,174000,0,58,42,9,17400000,100,22,728,391
SIGFOX,4,30000,30000,300000,189000,0,63,37,5,18900000,100,35,731,313
LORAWAN,8,50000,5000,50000,44000,0,88,12,11,4400000,75,7,235,83
NBIOT,10,3000,50000,500000,375000,0,75,25,5,37500000,100,17,1000,1020
SIGFOX,3,50000,500,5000,4550,0,91,9,17,455000,30,7,145,20
LORAWAN,7,30000,100,1000,950,0,95,5,11,95000,24,3,133,19
LORAWAN,9,30000,100,1000,950,0,95,5,13,95000,24,3,133,19
SIGFOX,8,3000,1000,10000,9400,0,94,6,10,940000,30,3,145,20
LORAWAN,6,30000,10,100,95,0,95,5,16,9500,23,3,131,18
SIGFOX,8,3000,500,5000,4750,0,95,5,14,475000,25,2,135,15
SIGFOX,10,10000,500,5000,4750,0,95,5,15,475000,26,3,137,16
LORAWAN,3,10000,10000,100000,84000,0,84,16,15,8400000,100,7,327,141
SIGFOX,3,30000,10000,100000,83000,0,83,17,13,8300000,100,15,331,113
SIGFOX,1,15000,50000,500000,250000,0,50,50,7,25000000,100,53,1000,511
SIGFOX,6,30000,10,100,93,0,93,7,17,9300,23,5,131,13
LORAWAN,3,30000,1000,10000,9400,0,94,6,8,940000,33,3,151,30
NBIOT,8,50000,30000,300000,249000,0,83,17,19,24900000,100,13,735,630
LORAWAN,7,3000,100,1000,960,0,96,4,9,96000,21,1,127,16
NBIOT,10,5000,1000,10000,10000,0,100,0,13,1000000,30,1,146,41
NBIOT,7,30000,100,1000,990,0,99,1,12,99000,24,2,133,28
SIGFOX,10,50000,1000,10000,9000,0,90,10,9,900000,35,8,155,25
NBIOT,2,3000,500,5000,5000,0,100,0,5,500000,25,1,135,30
SIGFOX,5,5000,30000,300000,195000,0,65,35,18,19500000,100,32,726,310
NBIOT,6,30000,10,100,99,0,99,1,14,9900,23,2,131,26
NBIOT,6,3000,5000,50000,49000,0,98,2,5,4900000,70,2,225,120
SIGFOX,4,15000,50000,500000,250000,0,50,50,11,25000000,100,53,1000,511
NBIOT,7,30000,1000,10000,9900,0,99,1,6,990000,33,2,151,46
LORAWAN,1,5000,100,1000,960,0,96,4,13,96000,21,1,128,16
SIGFOX,1,5000,5000,50000,45000,0,90,10,19,4500000,70,7,226,60
NBIOT,1,3000,5000,50000,49000,0,98,2,14,4900000,70,2,225,120
NBIOT,4,3000,5000,50000,49000,0,98,2,15,4900000,70,2,225,120
SIGFOX,8,30000,100,1000,930,0,93,7,6,93000,24,5,133,14
NBIOT,7,15000,10,100,99,0,99,1,7,9900,21,1,128,23
NBIOT,8,50000,500,5000,4900,0,98,2,8,490000,30,3,145,40
NBIOT,4,50000,100,1000,980,0,98,2,19,98000,26,3,137,32
SIGFOX,10,3000,500,5000,4750,0,95,5,8,475000,25,2,135,15
SIGFOX,10,30000,10000,100000,83000,0,83,17,13,8300000,100,15,331,113
NBIOT,8,15000,50000,500000,370000,0,74,26,8,37000000,100,17,1000,1023
SIGFOX,8,3000,10,100,95,0,95,5,17,9500,20,2,125,10
NBIOT,8,15000,100,1000,990,0,99,1,11,99000,22,1,130,25
SIGFOX,5,15000,30000,300000,189000,0,63,37,9,18900000,100,33,728,311
SIGFOX,4,15000,10,100,93,0,93,7,8,9300,21,3,128,11
NBIOT,5,5000,10,100,100,0,100,0,18,10000,20,1,126,21
SIGFOX,4,3000,1000,10000,9400,0,94,6,8,940000,30,3,145,20
NBIOT,4,15000,1000,10000,9900,0,99,1,13,990000,31,1,148,43
SIGFOX,8,5000,50000,500000,250000,0,50,50,19,25000000,100,52,1000,510
SIGFOX,2,30000,5000,50000,44000,0,88,12,11,4400000,73,10,231,63
NBIOT,5,30000,30000,300000,252000,0,84,16,16,25200000,100,12,731,626
LORAWAN,2,15000,5000,50000,44500,0,89,11,6,4450000,71,5,228,78
NBIOT,10,30000,10000,100000,94000,0,94,6,15,9400000,100,5,331,226
SIGFOX,7,50000,5000,50000,43000,0,86,14,10,4300000,75,12,235,65
NBIOT,10,3000,30000,300000,255000,0,85,15,18,25500000,100,11,725,620
SIGFOX,5,3000,500,5000,4750,0,95,5,11,475000,25,2,135,15
LORAWAN,6,3000,100,1000,960,0,96,4,19,96000,21,1,127,16
LORAWAN,10,30000,1000,10000,9400,0,94,6,13,940000,33,3,151,30
NBIOT,8,10000,100,1000,1000,0,100,0,16,100000,22,1,129,24
LORAWAN,8,3000,500,5000,4800,0,96,4,5,480000,25,1,135,21
LORAWAN,2,50000,100,1000,940,0,94,6,16,94000,26,4,137,22
SIGFOX,9,10000,30000,300000,195000,0,65,35,10,19500000,100,33,727,311
LORAWAN,9,10000,10000,100000,84000,0,84,16,8,8400000,100,7,327,141
SIGFOX,4,30000,10,100,93,0,93,7,16,9300,23,5,131,13
SIGFOX,4,3000,500,5000,4750,0,95,5,13,475000,25,2,135,15
SIGFOX,3,3000,5000,50000,45000,0,90,10,7,4500000,70,7,225,60
LORAWAN,9,10000,50000,500000,250000,0,50,50,17,25000000,100,34,1000,641
LORAWAN,2,30000,50000,500000,250000,0,50,50,9,25000000,100,36,1000,643
SIGFOX,8,15000,500,5000,4650,0,93,7,18,465000,26,3,138,16
LORAWAN,5,10000,100,1000,960,0,96,4,12,96000,22,1,129,17
NBIOT,10,10000,10000,100000,95000,0,95,5,18,9500000,100,4,327,222
NBIOT,1,15000,500,5000,4950,0,99,1,5,495000,26,1,138,33
LORAWAN,9,30000,10,100,95,0,95,5,5,9500,23,3,131,18
NBIOT,3,10000,30000,300000,255000,0,85,15,5,25500000,100,11,727,622
NBIOT,1,3000,50000,500000,375000,0,75,25,16,37500000,100,17,1000,1020
NBIOT,4,5000,50000,500000,375000,0,75,25,8,37500000,100,17,1000,1021
SIGFOX,9,50000,30000,300000,183000,0,61,39,11,18300000,100,37,735,315
LORAWAN,9,15000,5000,50000,44500,0,89,11,6,4450000,71,5,228,78
NBIOT,8,5000,5000,50000,49000,0,98,2,6,4900000,70,2,226,121
LORAWAN,3,50000,1000,10000,9300,0,93,7,10,930000,35,4,155,33
LORAWAN,5,15000,10000,100000,83000,0,83,17,7,8300000,100,8,328,141
LORAWAN,7,3000,10000,100000,84000,0,84,16,12,8400000,100,7,325,140
LORAWAN,7,50000,10,100,94,0,94,6,18,9400,25,4,135,21
LORAWAN,6,15000,500,5000,4750,0,95,5,13,475000,26,2,138,22
LORAWAN,10,15000,50000,500000,250000,0,50,50,15,25000000,100,35,1000,641
SIGFOX,4,5000,100,1000,950,0,95,5,7,95000,21,2,128,11
NBIOT,4,50000,5000,50000,48000,0,96,4,9,4800000,75,4,235,130
LORAWAN,2,30000,10000,100000,83000,0,83,17,6,8300000,100,9,331,143
LORAWAN,5,30000,500,5000,4750,0,95,5,19,475000,28,3,141,24
SIGFOX,8,5000,5000,50000,45000,0,90,10,9,4500000,70,7,226,60
LORAWAN,9,50000,50000,500000,250000,0,50,50,18,25000000,100,37,1000,646
LORAWAN,6,10000,10,100,96,0,96,4,9,9600,21,1,127,16
NBIOT,9,15000,100,1000,990,0,99,1,8,99000,22,1,130,25
NBIOT,3,30000,30000,300000,252000,0,84,16,14,25200000,100,12,731,626
SIGFOX,5,3000,50000,500000,250000,0,50,50,14,25000000,100,52,1000,510
NBIOT,6,15000,10,100,99,0,99,1,5,9900,21,1,128,23
SIGFOX,4,15000,30000,300000,189000,0,63,37,19,18900000,100,33,728,311
LORAWAN,8,5000,100,1000,960,0,96,4,19,96000,21,1,128,16
NBIOT,4,30000,10,100,99,0,99,1,19,9900,23,2,131,26
NBIOT,1,3000,30000,300000,255000,0,85,15,6,25500000,100,11,725,620
LORAWAN,3,50000,50000,500000,250000,0,50,50,15,25000000,100,37,1000,646
SIGFOX,2,30000,10,100,93,0,93,7,10,9300,23,5,131,13
NBIOT,7,50000,500,5000,4900,0,98,2,15,490000,30,3,145,40
NBIOT,2,5000,100,1000,1000,0,100,0,7,100000,21,1,128,23
NBIOT,9,15000,10,100,99,0,99,1,12,9900,21,1,128,23
LORAWAN,2,50000,10000,100000,82000,0,82,18,16,8200000,100,10,335,146
NBIOT,6,3000,100,1000,1000,0,100,0,7,100000,21,1,127,22
SIGFOX,8,15000,5000,50000,44000,0,88,12,15,4400000,71,8,228,61
LORAWAN,10,5000,10,100,96,0,96,4,7,9600,20,1,126,15
LORAWAN,1,15000,10,100,95,0,95,5,12,9500,21,2,128,16
SIGFOX,6,30000,100,1000,930,0,93,7,12,93000,24,5,133,14
SIGFOX,8,50000,10000,100000,81000,0,81,19,5,8100000,100,17,335,115
SIGFOX,1,3000,100,1000,950,0,95,5,17,95000,21,2,127,11
LORAWAN,7,15000,30000,300000,174000,0,58,42,12,17400000,100,22,728,391
NBIOT,5,30000,5000,50000,48500,0,97,3,13,4850000,73,3,231,126
NBIOT,4,50000,50000,500000,365000,0,73,27,19,36500000,100,19,1000,1030
SIGFOX,9,5000,10,100,95,0,95,5,7,9500,20,2,126,10
NBIOT,2,15000,10000,100000,94000,0,94,6,16,9400000,100,4,328,223
LORAWAN,7,3000,10,100,96,0,96,4,9,9600,20,1,125,15
SIGFOX,7,15000,100,1000,930,0,93,7,5,93000,22,3,130,12
LORAWAN,5,5000,500,5000,4800,0,96,4,9,480000,25,1,136,21
LORAWAN,1,10000,1000,10000,9500,0,95,5,7,950000,31,1,147,28
NBIOT,1,10000,10000,100000,95000,0,95,5,12,9500000,100,4,327,222
LORAWAN,7,15000,1000,10000,9400,0,94,6,8,940000,31,2,148,28
SIGFOX,7,10000,10,100,95,0,95,5,18,9500,21,3,127,11
NBIOT,10,5000,10,100,100,0,100,0,10,10000,20,1,126,21
LORAWAN,8,5000,500,5000,4800,0,96,4,13,480000,25,1,136,21
LORAWAN,1,30000,5000,50000,44500,0,89,11,12,4450000,73,6,231,80
SIGFOX,4,15000,100,1000,930,0,93,7,7,93000,22,3,130,12
NBIOT,1,10000,50000,500000,375000,0,75,25,14,37500000,100,17,1000,1022
LORAWAN,1,50000,10,100,94,0,94,6,6,9400,25,4,135,21
LORAWAN,9,30000,30000,300000,174000,0,58,42,7,17400000,100,23,731,393
LORAWAN,4,50000,30000,300000,171000,0,57,43,18,17100000,100,24,735,396
SIGFOX,10,15000,30000,300000,189000,0,63,37,16,18900000,100,33,728,311
LORAWAN,9,3000,5000,50000,45000,0,90,10,10,4500000,70,4,225,77
SIGFOX,10,15000,1000,10000,9200,0,92,8,10,920000,31,4,148,21
LORAWAN,6,30000,100,1000,950,0,95,5,19,95000,24,3,133,19
NBIOT,8,30000,10000,100000,94000,0,94,6,16,9400000,100,5,331,226
NBIOT,9,3000,1000,10000,10000,0,100,0,11,1000000,30,1,145,40
SIGFOX,10,30000,500,5000,4650,0,93,7,13,465000,28,5,141,18
SIGFOX,2,3000,500,5000,4750,0,95,5,8,475000,25,2,135,15
LORAWAN,7,3000,500,5000,4800,0,96,4,19,480000,25,1,135,21
SIGFOX,8,30000,500,5000,4650,0,93,7,12,465000,28,5,141,18
NBIOT,2,3000,100,1000,1000,0,100,0,16,100000,21,1,127,22
SIGFOX,2,50000,500,5000,4550,0,91,9,11,455000,30,7,145,20
LORAWAN,10,10000,5000,50000,45000,0,90,10,6,4500000,71,4,227,78
NBIOT,5,3000,50000,500000,375000,0,75,25,8,37500000,100,17,1000,1020
SIGFOX,7,5000,1000,10000,9400,0,94,6,10,940000,30,3,146,20
NBIOT,7,5000,100,1000,1000,0,100,0,19,100000,21,1,128,23
NBIOT,8,10000,30000,300000,255000,0,85,15,6,25500000,100,11,727,622
LORAWAN,7,5000,30000,300000,177000,0,59,41,16,17700000,100,21,726,390
SIGFOX,5,5000,500,5000,4750,0,95,5,8,475000,25,2,136,15
NBIOT,7,5000,50000,500000,375000,0,75,25,14,37500000,100,17,1000,1021
SIGFOX,3,3000,100,1000,950,0,95,5,10,95000,21,2,127,11
SIGFOX,8,10000,10000,100000,85000,0,85,15,9,8500000,100,13,327,111
NBIOT,1,30000,100,1000,990,0,99,1,17,99000,24,2,133,28
LORAWAN,2,30000,100,1000,950,0,95,5,10,95000,24,3,133,19
NBIOT,8,15000,10,100,99,0,99,1,13,9900,21,1,128,23
LORAWAN,2,3000,10,100,96,0,96,4,13,9600,20,1,125,15
SIGFOX,9,30000,5000,50000,44000,0,88,12,9,4400000,73,10,231,63
LORAWAN,10,10000,100,1000,960,0,96,4,9,96000,22,1,129,17
SIGFOX,9,3000,100,1000,950,0,95,5,19,95000,21,2,127,11
NBIOT,7,50000,5000,50000,48000,0,96,4,7,4800000,75,4,235,130
SIGFOX,10,5000,1000,10000,9400,0,94,6,10,940000,30,3,146,20
SIGFOX,1,3000,10,100,95,0,95,5,12,9500,20,2,125,10
LORAWAN,3,30000,10,100,95,0,95,5,6,9500,23,3,131,18
LORAWAN,10,10000,1000,10000,9500,0,95,5,13,950000,31,1,147,28
NBIOT,2,15000,5000,50000,48500,0,97,3,7,4850000,71,2,228,123
NBIOT,7,15000,10000,100000,94000,0,94,6,10,9400000,100,4,328,223
NBIOT,5,30000,1000,10000,9900,0,99,1,18,990000,33,2,151,46
NBIOT,2,15000,50000,500000,370000,0,74,26,18,37000000,100,17,1000,1023
NBIOT,8,50000,100,1000,980,0,98,2,9,98000,26,3,137,32
NBIOT,6,3000,500,5000,5000,0,100,0,6,500000,25,1,135,30
LORAWAN,9,5000,100,1000,960,0,96,4,18,96000,21,1,128,16
NBIOT,6,30000,500,5000,4950,0,99,1,18,495000,28,2,141,36
LORAWAN,8,15000,1000,10000,9400,0,94,6,9,940000,31,2,148,28
LORAWAN,8,30000,500,5000,4750,0,95,5,6,475000,28,3,141,24
NBIOT,3,50000,10000,100000,93000,0,93,7,6,9300000,100,6,335,230
SIGFOX,8,50000,50000,500000,250000,0,50,50,7,25000000,100,57,1000,515
SIGFOX,7,50000,500,5000,4550,0,91,9,19,455000,30,7,145,20
LORAWAN,2,50000,500,5000,4700,0,94,6,14,470000,30,4,145,27
NBIOT,4,5000,1000,10000,10000,0,100,0,15,1000000,30,1,146,41
NBIOT,5,50000,30000,300000,249000,0,83,17,8,24900000,100,13,735,630
SIGFOX,4,50000,100,1000,910,0,91,9,16,91000,26,7,137,16
SIGFOX,5,50000,100,1000,910,0,91,9,13,91000,26,7,137,16
LORAWAN,1,15000,30000,300000,174000,0,58,42,9,17400000,100,22,728,391
NBIOT,6,5000,100,1000,1000,0,100,0,13,100000,21,1,128,23
NBIOT,7,5000,10,100,100,0,100,0,18,10000,20,1,126,21
SIGFOX,10,15000,5000,50000,44000,0,88,12,18,4400000,71,8,228,61
NBIOT,6,3000,30000,300000,255000,0,85,15,11,25500000,100,11,725,620
SIGFOX,4,3000,50000,500000,250000,0,50,50,5,25000000,100,52,1000,510
LORAWAN,6,10000,100,1000,960,0,96,4,13,96000,22,1,129,17
LORAWAN,4,3000,50000,500000,250000,0,50,50,18,25000000,100,34,1000,640
LORAWAN,5,5000,10000,100000,84000,0,84,16,13,8400000,100,7,326,140
NBIOT,5,30000,10000,100000,94000,0,94,6,8,9400000,100,5,331,226
NBIOT,3,50000,1000,10000,9800,0,98,2,14,980000,35,3,155,50
LORAWAN,8,5000,10000,100000,84000,0,84,16,14,8400000,100,7,326,140
SIGFOX,9,3000,500,5000,4750,0,95,5,9,475000,25,2,135,15
LORAWAN,7,5000,5000,50000,45000,0,90,10,14,4500000,70,4,226,77
NBIOT,5,5000,500,5000,5000,0,100,0,15,500000,25,1,136,31
LORAWAN,6,5000,5000,50000,45000,0,90,10,5,4500000,70,4,226,77
NBIOT,1,50000,5000,50000,48000,0,96,4,11,4800000,75,4,235,130
NBIOT,5,3000,500,5000,5000,0,100,0,16,500000,25,1,135,30
LORAWAN,1,15000,1000,10000,9400,0,94,6,11,940000,31,2,148,28
SIGFOX,7,5000,500,5000,4750,0,95,5,12,475000,25,2,136,15
NBIOT,5,15000,100,1000,990,0,99,1,16,99000,22,1,130,25
SIGFOX,10,30000,50000,500000,250000,0,50,50,11,25000000,100,55,1000,513
SIGFOX,4,10000,50000,500000,250000,0,50,50,14,25000000,100,53,1000,511
SIGFOX,9,3000,10000,100000,85000,0,85,15,15,8500000,100,12,325,110
NBIOT,1,15000,5000,50000,48500,0,97,3,16,4850000,71,2,228,123
LORAWAN,4,5000,100,1000,960,0,96,4,9,96000,21,1,128,16
NBIOT,7,10000,500,5000,5000,0,100,0,5,500000,26,1,137,32
SIGFOX,5,5000,100,1000,950,0,95,5,16,95000,21,2,128,11
NBIOT,5,5000,100,1000,1000,0,100,0,15,100000,21,1,128,23
NBIOT,8,5000,10000,100000,95000,0,95,5,14,9500000,100,4,326,221
NBIOT,3,10000,100,1000,1000,0,100,0,8,100000,22,1,129,24
NBIOT,6,30000,30000,300000,252000,0,84,16,9,25200000,100,12,731,626
SIGFOX,1,50000,10,100,91,0,91,9,12,9100,25,7,135,15
NBIOT,8,3000,1000,10000,10000,0,100,0,7,1000000,30,1,145,40
NBIOT,2,5000,1000,10000,10000,0,100,0,12,1000000,30,1,146,41
LORAWAN,4,30000,100,1000,950,0,95,5,8,95000,24,3,133,19
SIGFOX,5,10000,30000,300000,195000,0,65,35,18,19500000,100,33,727,311
LORAWAN,1,10000,100,1000,960,0,96,4,7,96000,22,1,129,17
LORAWAN,2,5000,100,1000,960,0,96,4,11,96000,21,1,128,16
LORAWAN,6,5000,10000,100000,84000,0,84,16,7,8400000,100,7,326,140
LORAWAN,10,15000,30000,300000,174000,0,58,42,17,17400000,100,22,728,391
NBIOT,8,5000,100,1000,1000,0,100,0,17,100000,21,1,128,23
SIGFOX,1,10000,50000,500000,250000,0,50,50,19,25000000,100,53,1000,511
NBIOT,1,30000,30000,300000,252000,0,84,16,13,25200000,100,12,731,626
LORAWAN,10,5000,500,5000,4800,0,96,4,17,480000,25,1,136,21
SIGFOX,6,15000,10000,100000,83000,0,83,17,14,8300000,100,13,328,111
SIGFOX,7,50000,30000,300000,183000,0,61,39,17,18300000,100,37,735,315
NBIOT,5,30000,10,100,99,0,99,1,17,9900,23,2,131,26
LORAWAN,1,30000,500,5000,4750,0,95,5,8,475000,28,3,141,24
LORAWAN,9,30000,1000,10000,9400,0,94,6,7,940000,33,3,151,30
NBIOT,1,3000,10000,100000,95000,0,95,5,6,9500000,100,4,325,220
NBIOT,10,3000,5000,50000,49000,0,98,2,8,4900000,70,2,225,120
SIGFOX,10,3000,10,100,95,0,95,5,15,9500,20,2,125,10
LORAWAN,9,3000,1000,10000,9500,0,95,5,19,950000,30,1,145,27
NBIOT,10,5000,5000,50000,49000,0,98,2,7,4900000,70,2,226,121
SIGFOX,2,30000,30000,300000,189000,0,63,37,9,18900000,100,35,731,313
NBIOT,7,5000,1000,10000,10000,0,100,0,10,1000000,30,1,146,41
SIGFOX,5,30000,10,100,93,0,93,7,5,9300,23,5,131,13
NBIOT,7,15000,5000,50000,48500,0,97,3,14,4850000,71,2,228,123
NBIOT,5,3000,10000,100000,95000,0,95,5,14,9500000,100,4,325,220
NBIOT,6,15000,100,1000,990,0,99,1,5,99000,22,1,130,25
SIGFOX,9,5000,50000,500000,250000,0,50,50,6,25000000,100,52,1000,510
NBIOT,8,10000,10000,100000,95000,0,95,5,12,9500000,100,4,327,222
LORAWAN,8,50000,50000,500000,250000,0,50,50,17,25000000,100,37,1000,646
NBIOT,7,15000,500,5000,4950,0,99,1,8,495000,26,1,138,33
LORAWAN,10,5000,100,1000,960,0,96,4,15,96000,21,1,128,16
LORAWAN,7,50000,30000,300000,171000,0,57,43,9,17100000,100,24,735,396
SIGFOX,6,15000,50000,500000,250000,0,50,50,8,25000000,100,53,1000,511
LORAWAN,6,10000,500,5000,4800,0,96,4,8,480000,26,1,137,22
NBIOT,4,15000,500,5000,4950,0,99,1,5,495000,26,1,138,33
SIGFOX,2,15000,10000,100000,83000,0,83,17,7,8300000,100,13,328,111
NBIOT,10,3000,500,5000,5000,0,100,0,14,500000,25,1,135,30
NBIOT,7,10000,10000,100000,95000,0,95,5,6,9500000,100,4,327,222
SIGFOX,6,50000,100,1000,910,0,91,9,13,91000,26,7,137,16
NBIOT,4,3000,100,1000,1000,0,100,0,8,100000,21,1,127,22
SIGFOX,1,10000,10,100,95,0,95,5,6,9500,21,3,127,11
LORAWAN,4,15000,500,5000,4750,0,95,5,7,475000,26,2,138,22
LORAWAN,2,3000,100,1000,960,0,96,4,18,96000,21,1,127,16
SIGFOX,8,15000,10,100,93,0,93,7,10,9300,21,3,128,11
LORAWAN,3,10000,100,1000,960,0,96,4,10,96000,22,1,129,17
LORAWAN,5,50000,10,100,94,0,94,6,9,9400,25,4,135,21
LORAWAN,5,50000,50000,500000,250000,0,50,50,17,25000000,100,37,1000,646
SIGFOX,5,10000,10000,100000,85000,0,85,15,5,8500000,100,13,327,111
LORAWAN,6,15000,100,1000,950,0,95,5,14,95000,22,2,130,17
SIGFOX,3,5000,500,5000,4750,0,95,5,13,475000,25,2,136,15
NBIOT,5,10000,50000,500000,375000,0,75,25,7,37500000,100,17,1000,1022
SIGFOX,2,5000,10,100,95,0,95,5,14,9500,20,2,126,10
SIGFOX,4,10000,10000,100000,85000,0,85,15,7,8500000,100,13,327,111
NBIOT,8,30000,500,5000,4950,0,99,1,9,495000,28,2,141,36
NBIOT,2,10000,500,5000,5000,0,100,0,5,500000,26,1,137,32
LORAWAN,9,50000,5000,50000,44000,0,88,12,19,4400000,75,7,235,83
LORAWAN,3,3000,30000,300000,177000,0,59,41,10,17700000,100,21,725,390
NBIOT,9,3000,5000,50000,49000,0,98,2,19,4900000,70,2,225,120
SIGFOX,9,50000,50000,500000,250000,0,50,50,17,25000000,100,57,1000,515
LORAWAN,10,15000,5000,50000,44500,0,89,11,7,4450000,71,5,228,78
SIGFOX,3,5000,10000,100000,85000,0,85,15,11,8500000,100,12,326,110
SIGFOX,8,50000,30000,300000,183000,0,61,39,8,18300000,100,37,735,315
LORAWAN,2,5000,30000,300000,177000,0,59,41,19,17700000,100,21,726,390
SIGFOX,1,5000,100,1000,950,0,95,5,19,95000,21,2,128,11
NBIOT,9,15000,500,5000,4950,0,99,1,7,495000,26,1,138,33
NBIOT,2,10000,10000,100000,95000,0,95,5,14,9500000,100,4,327,222
LORAWAN,3,3000,100,1000,960,0,96,4,5,96000,21,1,127,16
LORAWAN,1,10000,30000,300000,177000,0,59,41,17,17700000,100,21,727,391
SIGFOX,6,15000,10,100,93,0,93,7,10,9300,21,3,128,11
LORAWAN,10,5000,30000,300000,177000,0,59,41,19,17700000,100,21,726,390
